(730,535)
(1180,1333)
(1818,32)
(1903,175)
(1262,142)
(1905,26)
(1917,1865)
(1812,564)
(585,1711)
(1703,1539)
(1736,1201)
(861,1046)
(1450,1192)
(477,1373)
(1121,134)
(1731,927)
(984,1360)
(434,1803)
(490,1958)
(627,537)
(1703,314)
(654,838)
(1536,1751)
(674,1424)
(38,1997)
(146,1227)
(1215,332)
(222,1307)
(1032,333)
(429,568)
(1257,70)
(1572,402)
(947,921)
(1879,741)
(347,1802)
(1736,1354)
(123,1880)
(1509,1304)
(1888,7)
(1510,452)
(1451,1717)
(981,731)
(696,315)
(1773,1452)
(1515,707)
(952,1451)
(764,703)
(477,1556)
(1860,865)
(673,1721)
(1659,829)
(1604,716)
(1811,1398)
(988,794)
(206,5)
(1702,247)
(1763,1361)
(519,527)
(104,1685)
(170,1056)
(638,673)
(888,229)
(989,964)
(1128,811)
(467,87)
(1844,750)
(991,796)
(828,2)
(51,483)
(1699,750)
(1971,235)
(1097,235)
(390,1810)
(476,1712)
(1643,1449)
(1320,1099)
(268,163)
(1344,772)
(707,949)
(1165,393)
(212,520)
(1368,387)
(1648,825)
(1100,1296)
(1979,1278)
(1253,1420)
(438,1794)
(190,1623)
(718,42)
(1480,155)
(1433,1653)
(1144,278)
(1182,1080)
(717,1436)
(591,1574)
(1883,233)
(949,1519)
(534,1340)
(1631,437)
(1293,140)
(869,1791)
(549,1019)
(1326,723)
(407,1581)
(1430,1914)
(1567,786)
(1496,1534)
(1206,1077)
(1622,386)
(1228,259)
(923,61)
(269,335)
(1885,1165)
(1591,337)
(1809,845)
(268,1339)
(1568,1559)
(191,1828)
(344,1362)
(384,875)
(1664,749)
(1693,625)
(1065,383)
(1781,1268)
(935,1677)
(416,1735)
(368,913)
(1490,1503)
(455,1090)
(50,910)
(1891,1551)
(761,1580)
(1334,1375)
(375,1496)
(1177,1405)
(1508,434)
(368,1959)
(1089,710)
(726,208)
(1993,1689)
(734,1003)
(181,1844)
(181,53)
(438,1103)
(1308,32)
(1145,262)
(60,359)
(1131,1383)
(158,1892)
(1296,437)
(1817,14)
(1717,447)
(729,535)
(198,158)
(53,1225)
(1140,1376)
(204,1495)
(996,660)
(41,396)
(665,607)
(1884,816)
(1554,254)
(710,675)
(404,627)
(1841,1973)
(1330,1975)
(1120,22)
(186,947)
(1529,1419)
(1013,1566)
(1823,1794)
(831,490)
(573,131)
(1462,41)
(1553,724)
(1951,118)
(1053,1482)
(1580,472)
(1273,793)
(1258,666)
(239,768)
(1689,1524)
(502,545)
(1840,712)
(1720,84)
(1936,573)
(1743,60)
(642,576)
(751,1443)
(946,1603)
(1229,1034)
(329,920)
(1861,1629)
(1272,1963)
(1433,1267)
(1706,1903)
(433,674)
(626,882)
(1886,523)
(1970,229)
(1217,746)
(1098,1549)
(903,1927)
(243,203)
(957,986)
(1322,1618)
(10,1879)
(1313,1981)
(1641,391)
(660,1221)
(417,1503)
(1009,932)
(1835,803)
(1808,784)
(1479,1454)
(1909,1143)
(1464,1275)
(31,261)
(1321,1551)
(780,255)
(276,1459)
(532,1343)
(707,205)
(711,1129)
(1059,102)
(1701,145)
(1903,835)
(1322,778)
(1105,1389)
(842,1837)
(743,214)
(181,1309)
(1581,1105)
(468,1256)
(510,688)
(210,758)
(1791,1125)
(278,1029)
(1632,865)
(1666,1641)
(229,1450)
(970,1330)
(812,1771)
(560,1066)
(1035,1522)
(1208,1062)
(1814,77)
(666,788)
(1857,717)
(1041,1388)
(1339,1219)
(291,460)
(1890,830)
(372,1824)
(131,1351)
(1147,1760)
(1349,147)
(419,199)
(1370,270)
